epoch,back_middle,base_beak,loss,lr,tail,tip_beak,val_back_middle,val_base_beak,val_loss,val_tail,val_tip_beak
11,0.00021933781681582332,0.001229429035447538,0.0009634604793973267,1e-04,0.001015359885059297,0.0013897157041355968,0.0003382338327355683,0.0019859049934893847,0.0013688938925042748,0.001180791761726141,0.00197064527310431
12,0.00026208089548163116,0.0011009983718395233,0.0009294941555708647,1e-04,0.0010375813581049442,0.001317315734922886,0.0002708893152885139,0.001814449904486537,0.0013441501650959253,0.001367892138659954,0.0019233693601563573
13,0.00017688616935629398,0.0009680853690952063,0.0007737803389318287,1e-04,0.0008781676879152656,0.0010719839483499527,0.0004896469181403518,0.002004398498684168,0.0013813481200486422,0.0010746137704700232,0.0019567329436540604
14,0.00013857106387149543,0.0008579253335483372,0.0007102330564521253,1e-04,0.0008191951783373952,0.0010252404026687145,0.00018230907153338194,0.0015339016681537032,0.0011470422614365816,0.0012126262299716473,0.0016593316104263067
15,0.00013463506184052676,0.000759257934987545,0.0006566407391801476,1e-04,0.0008129900088533759,0.000919680402148515,0.00015409933985210955,0.0014947335002943873,0.0010232696076855063,0.0007351713138632476,0.0017090742476284504
16,0.0001450041017960757,0.0007806859211996198,0.0006648474372923374,1e-04,0.0008166691986843944,0.0009170301491394639,0.00014534537331201136,0.0017414519097656012,0.0012164164800196886,0.001092841848731041,0.0018860267009586096
17,0.0001115025588660501,0.0006207968690432608,0.0005271682748571038,1e-04,0.0006467165658250451,0.0007296563126146793,0.0001525962579762563,0.001290821935981512,0.0009841776918619871,0.0008308454998768866,0.0016624464187771082
18,9.674089960753918e-05,0.0005203075124882162,0.0004812233382835984,1e-04,0.000616860284935683,0.000690985529217869,0.0001495371834607795,0.0017499683890491724,0.001301210606470704,0.001225016894750297,0.0020803206134587526
19,9.450556535739452e-05,0.00048602838069200516,0.00044482311932370067,1e-04,0.0005820346414111555,0.0006167239625938237,0.0001282195735257119,0.0014286832883954048,0.0011247259099036455,0.0010834287386387587,0.0018585723591968417
20,0.00010896894673351198,0.000518003711476922,0.00046999994083307683,1e-04,0.0005844510160386562,0.000668576278258115,0.00016244841390289366,0.0014188188361003995,0.0010956405894830823,0.0012934807455167174,0.001507814391516149
21,0.00011129578342661262,0.0004720433207694441,0.00044075012556277215,1e-04,0.0005874329362995923,0.000592227908782661,0.0001402766938554123,0.0014654090628027916,0.0010971782030537724,0.0010132683673873544,0.0017697584116831422
22,7.15717178536579e-05,0.0003551086992956698,0.0003435230173636228,1e-04,0.00047872093273326755,0.0004686909669544548,0.00013517688785213977,0.0015644518425688148,0.0011542242718860507,0.0012295712949708104,0.0016876969020813704
23,4.535828702501021e-05,0.00024603758356533945,0.00024538644356653094,5e-05,0.00035673638922162354,0.0003334132197778672,7.654444198124111e-05,0.0015253578312695026,0.0011334959417581558,0.0011697396403178573,0.0017623414751142263
24,4.2724499508040026e-05,0.00022106955293565989,0.00023032065655570477,5e-05,0.0003455206169746816,0.00031196774216368794,0.00013486809621099383,0.001084709889255464,0.0009077107533812523,0.0011476163053885102,0.0012636490864679217
25,3.9124231989262626e-05,0.0001960393856279552,0.00021387136075645685,5e-05,0.00032574887154623866,0.0002945731393992901,5.421047535492107e-05,0.0015464916359633207,0.001138976775109768,0.001133935758844018,0.0018212696304544806
26,3.830419518635608e-05,0.00020225821936037391,0.00021175785514060408,5e-05,0.0003212217125110328,0.0002852474863175303,9.410398342879489e-05,0.0015562737826257944,0.0011010727612301707,0.0009284151601605117,0.0018254981841892004
27,3.780893894145265e-05,0.00018224271479994059,0.00020121516718063504,5e-05,0.00031266483711078763,0.0002721440978348255,8.982599683804438e-05,0.001558775082230568,0.0011463162954896688,0.001067861681804061,0.0018688024720177054
28,3.4135053283534944e-05,0.00018170072871726006,0.00019593378237914294,5e-05,0.00031223305268213153,0.00025566626572981477,7.517854101024568e-05,0.0013794025871902704,0.0009713314357213676,0.0007558055222034454,0.0016749389469623566
29,3.4177606721641496e-05,0.00016633061750326306,0.00018106446077581495,5e-05,0.0002926296729128808,0.00023111992049962282,8.25603274279274e-05,0.001633841311559081,0.0011053646448999643,0.0008905049180611968,0.0018145520007237792
30,3.114163700956851e-05,0.00014141228166408837,0.00015919050201773643,2.5e-05,0.0002601300657261163,0.00020407814008649439,6.7154411226511e-05,0.0014200170990079641,0.000982483383268118,0.0008311604615300894,0.0016116021433845162
31,3.005101825692691e-05,0.0001283997407881543,0.00015507458010688424,2.5e-05,0.0002573564415797591,0.0002044911088887602,8.2023223512806e-05,0.0018798451637849212,0.0012335298815742135,0.0009345154394395649,0.002037736354395747
32,2.963278893730603e-05,0.00012387213064357638,0.00015298734069801867,2.5e-05,0.00025629292940720916,0.0002021516702370718,0.00010074424790218472,0.001212286064401269,0.0010085863759741187,0.0011459074448794127,0.0015754078049212694
33,2.8456102882046252e-05,0.00012664843234233558,0.0001462926302338019,2.5e-05,0.00024539127480238676,0.0001846749073592946,9.877634875010699e-05,0.001644807169213891,0.0010956028709188104,0.0006118133314885199,0.00202701473608613
34,2.8528354960144497e-05,0.00011988804180873558,0.00014715777069795877,2.5e-05,0.000258322455920279,0.0001818922464735806,0.00010392192780273035,0.0013130306033417583,0.0010123379761353135,0.0009773828787729144,0.0016550164436921477
